Station ID,Name,Data Source,Latitude,Longitude,Old Province,New Province,Old Amphure,New Amphure,Old Tambon,New Tambon,Formatted Address
602815,Roi Et Weir,HII,16.172606,103.78899,ร้อยเอ็ด,ร้อยเอ็ด,โพธิ์ชัย,อำเภอ โพธิ์ชัย,ตำบลสะอาด,สะอาด,สะอาด อำเภอ โพธิ์ชัย ร้อยเอ็ด 45230 ประเทศไทย
602816,Yasotorn Weir,HII,15.732544,104.1318,ร้อยเอ็ด,ร้อยเอ็ด,พนมไพร,อำเภอ พนมไพร,ตำบลแสนสุข,แสนสุข,แสนสุข อำเภอ พนมไพร ร้อยเอ็ด 45140 ประเทศไทย
602817,Tat Noi Weir,HII,15.31053,104.45604,อุบลราชธานี,อุบลราชธานี,เขื่องใน,อำเภอ เขื่องใน,ตำบลสหธาตุ,สหธาตุ,สหธาตุ อำเภอ เขื่องใน อุบลราชธานี 34150 ประเทศไทย
602818,Hua Na Weir,HII,15.13496,104.70208,ศรีสะเกษ,ศรีสะเกษ,กันทรารมย์,อำเภอ กันทรารมย์,ตำบลหนองแก้ว,หนองแก้ว,หนองแก้ว อำเภอ กันทรารมย์ ศรีสะเกษ 33130 ประเทศไทย
602819,Rasi Salai Weir,HII,15.344394,104.09881,ศรีสะเกษ,ศรีสะเกษ,ราษีไศล,อำเภอ ราษีไศล,ตำบลหนองแค,หนองแค,หนองแค อำเภอ ราษีไศล ศรีสะเกษ 33160 ประเทศไทย
602820,Ban Ta Lung Weir,HII,15.293477,103.540474,สุรินทร์,สุรินทร์,ชุมพลบุรี,อำเภอ ชุมพลบุรี,ตำบลหนองเรือ,หนองเรือ,หนองเรือ อำเภอ ชุมพลบุรี สุรินทร์ ประเทศไทย
602821,Ban Kawao Weir,HII,15.412002,103.10234,บุรีรัมย์,บุรีรัมย์,คูเมือง,อำเภอ คูเมือง,ตำบลปะเคียบ,ปะเคียบ,ปะเคียบ อำเภอ คูเมือง บุรีรัมย์ ประเทศไทย
602822,Chum Phuang Weir,HII,15.386625,102.71879,นครราชสีมา,นครราชสีมา,ชุมพวง,อำเภอชุมพวง,ตำบลชุมพวง,ชุมพวง,ชุมพวง อำเภอชุมพวง นครราชสีมา 30270 ประเทศไทย
602823,Phimai Weir,HII,15.227765,102.50157,นครราชสีมา,นครราชสีมา,พิมาย,อำเภอพิมาย,ตำบลในเมือง,ในเมือง,ในเมือง อำเภอพิมาย นครราชสีมา 30110 ประเทศไทย
684532,Tao Pun - Tan Diao Bridge,HII,14.58018,100.96614,สระบุรี,สระบุรี,แก่งคอย,อำเภอแก่งคอย,ตำบลตาลเดี่ยว,ตาลเดี่ยว,ตาลเดี่ยว อำเภอแก่งคอย สระบุรี ประเทศไทย
685250,,HII,13.488677,100.85369,สมุทรปราการ,สมุทรปราการ,บางบ่อ,อำเภอบางบ่อ,ตำบลคลองด่าน,คลองด่าน,คลองด่าน อำเภอบางบ่อ สมุทรปราการ ประเทศไทย
740532,Nam Loei Bridge,HII,17.860956,101.61144,เลย,เลย,เชียงคาน,อำเภอ เชียงคาน,ตำบลเชียงคาน,เชียงคาน,เชียงคาน อำเภอ เชียงคาน เลย 42110 ประเทศไทย
740533,Huay Nam Huay Bridge,HII,18.151169,102.17911,หนองคาย,หนองคาย,สังคม,อำเภอ สังคม,ตำบลบ้านม่วง,บ้านม่วง,บ้านม่วง ตำบล บ้านม่วง อำเภอ สังคม หนองคาย 43160 ประเทศไทย
740534,Huay Luang Bridge,HII,18.016796,103.0809,หนองคาย,หนองคาย,โพนพิสัย,อำเภอ โพนพิสัย,ตำบลวัดหลวง,วัดหลวง,วัดหลวง อำเภอ โพนพิสัย หนองคาย 43120 ประเทศไทย
740535,Had Guan - Um Phai Phatthana Bridge,HII,17.61093,104.396034,นครพนม,นครพนม,ท่าอุเทน,อำเภอ ท่าอุเทน,ตำบลไชยบุรี,ไชยบุรี,ไชยบุรี อำเภอ ท่าอุเทน นครพนม 48120 ประเทศไทย
740536,Huay Bang Huak Bridge,HII,17.09678,104.76291,นครพนม,นครพนม,ธาตุพนม,อำเภอ ธาตุพนม,ตำบลดอนนางหงส์,ดอนนางหงส์,ดอนนางหงส์ อำเภอ ธาตุพนม นครพนม 48110 ประเทศไทย
740537,Huay Muk Bridge,HII,16.546862,104.730385,มุกดาหาร,มุกดาหาร,เมืองมุกดาหาร,อำเภอเมืองมุกดาหาร,ตำบลมุกดาหาร,มุกดาหาร,มุกดาหาร อำเภอเมืองมุกดาหาร มุกดาหาร 49000 ประเทศไทย
740538,Bang Ee Bridge,HII,16.345835,104.889885,มุกดาหาร,มุกดาหาร,ดอนตาล,อำเภอ ดอนตาล,ตำบลดอนตาล,ดอนตาล,ดอนตาล อำเภอ ดอนตาล มุกดาหาร ประเทศไทย
740539,Huay Khan Tung Bridge,HII,15.931226,105.33725,อุบลราชธานี,อุบลราชธานี,นาตาล,อำเภอ นาตาล,ตำบลพะลาน,พะลาน,พะลาน อำเภอ นาตาล อุบลราชธานี 34170 ประเทศไทย
740540,Nam Mun Bridge,HII,15.310499,105.49311,อุบลราชธานี,อุบลราชธานี,โขงเจียม,อำเภอ โขงเจียม,ตำบลโขงเจียม,โขงเจียม,โขงเจียม อำเภอ โขงเจียม อุบลราชธานี ประเทศไทย
740812,Khwae Noi,HII,17.182186,100.41388,พิษณุโลก,พิษณุโลก,วัดโบสถ์,อำเภอวัดโบสถ์,ตำบลคันโช้ง,คันโช้ง,คันโช้ง อำเภอวัดโบสถ์ พิษณุโลก ประเทศไทย
745748,Huay Bang Bat Bridge,HII,18.282616,103.88075,บึงกาฬ,บึงกาฬ,เมืองบึงกาฬ,อำเภอเมืองบึงกาฬ,ตำบลชัยพร,ชัยพร,ชัยพร อำเภอเมืองบึงกาฬ บึงกาฬ ประเทศไทย
852087,Asok,HII,13.743286,100.56218,กรุงเทพมหานคร,กรุงเทพมหานคร,วัฒนา,,แขวงคลองเตยเหนือ,คลองเตยเหนือ,คลองเตยเหนือ กรุงเทพมหานคร 10110 ประเทศไทย
893445,,HII,13.855483,100.575411,กรุงเทพมหานคร,กรุงเทพมหานคร,จตุจักร,,แขวงลาดยาว,ลาดยาว,ลาดยาว แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย
1033654,Ram 2,HII,14.041999,100.711685,ปทุมธานี,ปทุมธานี,คลองหลวง,อำเภอคลองหลวง,ตำบลคลองห้า,คลองห้า,คลองห้า ตำบล คลองห้า อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย
1082073,Wildlife Sanctuary of Khao Soidao,HII,13.103555,102.19196,จันทบุรี,จันทบุรี,สอยดาว,อำเภอ สอยดาว,ตำบลทรายขาว,ทรายขาว,ทรายขาว อำเภอ สอยดาว จันทบุรี ประเทศไทย
1082074,Chit Ma Ni Weir,HII,13.115526,102.203094,จันทบุรี,จันทบุรี,สอยดาว,อำเภอ สอยดาว,ตำบลทรายขาว,ทรายขาว,ทรายขาว อำเภอ สอยดาว จันทบุรี ประเทศไทย
1082075,Khlong Pa Tong Weir,HII,13.12075,102.21829,จันทบุรี,จันทบุรี,สอยดาว,อำเภอ สอยดาว,ตำบลทรายขาว,ทรายขาว,ทรายขาว อำเภอ สอยดาว จันทบุรี ประเทศไทย
1082427,Bo Din Khao,HII,15.169025,100.41475,นครสวรรค์,นครสวรรค์,ตาคลี,อำเภอตาคลี,ตำบลพรหมนิมิต,พรหมนิมิต,พรหมนิมิต อำเภอตาคลี นครสวรรค์ ประเทศไทย
1085209,Ai Pa Cho Bridge,HII,5.835676,101.73485,นราธิวาส,นราธิวาส,สุคิริน,อำเภอ สุคิริน,ตำบลภูเขาทอง,ภูเขาทอง,ภูเขาทอง อำเภอ สุคิริน นราธิวาส 96190 ประเทศไทย
1085210,Bua Ban Ya De Bridge,HII,5.827553,101.75235,นราธิวาส,นราธิวาส,สุคิริน,อำเภอ สุคิริน,ตำบลภูเขาทอง,ภูเขาทอง,ภูเขาทอง อำเภอ สุคิริน นราธิวาส 96190 ประเทศไทย
1085211,Ka Lu Bi Ban Sai Pa Ri Bridge,HII,5.895709,101.76639,นราธิวาส,นราธิวาส,สุคิริน,อำเภอ สุคิริน,ตำบลมาโมง,มาโมง,มาโมง อำเภอ สุคิริน นราธิวาส 96190 ประเทศไทย
1091066,,HII,14.369174,100.528602,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,พระนครศรีอยุธยา,อำเภอ พระนครศรีอยุธยา,ตำบลบ้านป้อม,บ้านป้อม,บ้านป้อม อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา ประเทศไทย
1091067,,HII,14.30453,100.566432,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,บางปะอิน,อำเภอบางปะอิน,ตำบลขนอนหลวง,ขนอนหลวง,ขนอนหลวง อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา ประเทศไทย
1091551,Khao Wong,HII,15.181726,100.41456,นครสวรรค์,นครสวรรค์,ตาคลี,อำเภอตาคลี,ตำบลช่องแค,ช่องแค,ช่องแค อำเภอตาคลี นครสวรรค์ ประเทศไทย
1093079,Khlong Cha Uat,HII,7.96633,99.99435,สงขลา,นครศรีธรรมราช,เมืองสงขลา,อำเภอ ชะอวด,ตำบลท่าเสม็ด,ท่าเสม็ด,ท่าเสม็ด อำเภอ ชะอวด นครศรีธรรมราช 80180 ประเทศไทย
1094448,Wat Khok Pho Sathit School,HII,8.40118,99.80203,นครศรีธรรมราช,นครศรีธรรมราช,เมืองนครศรีธรรมราช,อำเภอ ลานสกา,ตำบลกำโลน,กำโลน,กำโลน อำเภอ ลานสกา นครศรีธรรมราช 80230 ประเทศไทย
1095455,Trang Phatthana Bridge,HII,9.85489,98.84009,ชุมพร,ชุมพร,พะโต๊ะ,อำเภอ พะโต๊ะ,ตำบลพะโต๊ะ,พะโต๊ะ,พะโต๊ะ อำเภอ พะโต๊ะ ชุมพร 86180 ประเทศไทย
1104015,Pak Khlong Song Nam Sai,HII,14.315779,100.38976,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,เสนา,อำเภอเสนา,ตำบลเจ้าเจ็ด,เจ้าเจ็ด,เจ้าเจ็ด อำเภอเสนา จังหวัดพระนครศรีอยุธยา 13110 ประเทศไทย
1105332,Ku Ti,HII,14.412396,100.40112,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ผักไห่,อำเภอ ผักไห่,ตำบลกุฎี,กุฎี,กุฎี อำเภอ ผักไห่ จังหวัดพระนครศรีอยุธยา ประเทศไทย
1106448,Khlong Bang So,HII,14.19488,100.13264,สุพรรณบุรี,สุพรรณบุรี,สองพี่น้อง,อำเภอสองพี่น้อง,ตำบลบางตาเถร,บางตาเถร,บางตาเถร อำเภอสองพี่น้อง สุพรรณบุรี ประเทศไทย
1106449,Lat Chado,HII,14.464443,100.36593,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ผักไห่,อำเภอ ผักไห่,ตำบลอมฤต,อมฤต,อมฤต อำเภอ ผักไห่ จังหวัดพระนครศรีอยุธยา 13120 ประเทศไทย
1106450,Lat Chit,HII,14.440596,100.35741,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ผักไห่,อำเภอ ผักไห่,ตำบลตาลาน,ตาลาน,ตาลาน อำเภอ ผักไห่ จังหวัดพระนครศรีอยุธยา 13120 ประเทศไทย
1106451,BangKaeo,HII,14.436562,100.371475,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ผักไห่,อำเภอ ผักไห่,ตำบลบ้านใหญ่,บ้านใหญ่,บ้านใหญ่ อำเภอ ผักไห่ จังหวัดพระนครศรีอยุธยา 13120 ประเทศไทย
1106453,Thung PaMok,HII,14.320795,100.017395,สุพรรณบุรี,สุพรรณบุรี,บางปลาม้า,อำเภอบางปลาม้า,ตำบลวัดโบสถ์,วัดโบสถ์,วัดโบสถ์ อำเภอบางปลาม้า สุพรรณบุรี 72150 ประเทศไทย
1106454,Khlong Sai Huai Kaeo Pumping Station,HII,15.082753,100.55447,ลพบุรี,ลพบุรี,บ้านหมี่,อำเภอ บ้านหมี่,ตำบลหนองเมือง,หนองเมือง,หนองเมือง อำเภอ บ้านหมี่ ลพบุรี 15110 ประเทศไทย
1106455,Khlong Sa Ta Waeo Pumping Station,HII,14.940769,100.5929,ลพบุรี,ลพบุรี,บ้านหมี่,อำเภอ บ้านหมี่,ตำบลพุคา,พุคา,พุคา อำเภอ บ้านหมี่ ลพบุรี ประเทศไทย
1106456,Pak Khlong Ha Wa,HII,14.818604,100.57653,ลพบุรี,ลพบุรี,เมืองลพบุรี,อำเภอเมืองลพบุรี,ตำบลบางขันหมาก,บางขันหมาก,บางขันหมาก อำเภอเมืองลพบุรี ลพบุรี ประเทศไทย
1106457,Khlong Rabai Chai Nat Pa Sak Pumping Station,HII,15.055074,100.32082,สิงห์บุรี,สิงห์บุรี,อินทร์บุรี,อำเภออินทร์บุรี,ตำบลท่างาม,ท่างาม,ท่างาม อำเภออินทร์บุรี สิงห์บุรี 16110 ประเทศไทย
1107582,Sena,HII,14.327776,100.405464,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,เสนา,อำเภอเสนา,ตำบลเสนา,เสนา,เสนา อำเภอเสนา จังหวัดพระนครศรีอยุธยา 13110 ประเทศไทย
1108707,Mae Nam Noi,HII,14.498449,100.368286,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ผักไห่,อำเภอ ผักไห่,ตำบลหน้าโคก,หน้าโคก,หน้าโคก อำเภอ ผักไห่ จังหวัดพระนครศรีอยุธยา 13120 ประเทศไทย
1109490,Tha Nam Bridge,HII,8.109218,98.90551,กระบี่,กระบี่,เมืองกระบี่,อำเภอเมืองกระบี่,ตำบลทับปริก,ทับปริก,ทับปริก อำเภอเมืองกระบี่ กระบี่ 81000 ประเทศไทย
1109491,Krabi Yai 1 Bridge,HII,8.187534,98.87913,กระบี่,กระบี่,เมืองกระบี่,อำเภอเมืองกระบี่,ตำบลทับปริก,ทับปริก,ทับปริก อำเภอเมืองกระบี่ กระบี่ 81000 ประเทศไทย
1109492,I Pan Bridge,HII,8.525788,98.881874,กระบี่,กระบี่,ปลายพระยา,อำเภอ ปลายพระยา,ตำบลปลายพระยา,ปลายพระยา,ปลายพระยา อำเภอ ปลายพระยา กระบี่ ประเทศไทย
1109493,Khlong Tako Bridge,HII,10.077671,98.98699,ชุมพร,ชุมพร,ทุ่งตะโก,อำเภอทุ่งตะโก,ตำบลตะโก,ตะโก,ตะโก อำเภอทุ่งตะโก ชุมพร ประเทศไทย
1109494,Nong Chik - Wang Pla Bridge,HII,10.112908,99.07552,สุราษฎร์ธานี,ชุมพร,เมืองสุราษฎร์ธานี,อำเภอทุ่งตะโก,ตำบลทุ่งตะไคร,ทุ่งตะไคร,ทุ่งตะไคร อำเภอทุ่งตะโก ชุมพร ประเทศไทย
1109495,Upper Ni Naruemit Gate ,HII,16.92319,104.7161,นครพนม,นครพนม,ธาตุพนม,อำเภอ ธาตุพนม,ตำบลธาตุพนม,ธาตุพนม,ธาตุพนม อำเภอ ธาตุพนม นครพนม 48110 ประเทศไทย
1109496,Ni Naruemit Gate,HII,16.922228,104.71621,นครพนม,นครพนม,ธาตุพนม,อำเภอ ธาตุพนม,ตำบลน้ำก่ำ,น้ำก่ำ,น้ำก่ำ อำเภอ ธาตุพนม นครพนม 48110 ประเทศไทย
1109497,Upper Huai Kean Upper Gate,HII,16.928389,104.720314,นครพนม,นครพนม,ธาตุพนม,อำเภอ ธาตุพนม,ตำบลธาตุพนม,ธาตุพนม,ธาตุพนม อำเภอ ธาตุพนม นครพนม 48110 ประเทศไทย
1109498,Huai Kean Gate,HII,16.927946,104.72031,นครพนม,นครพนม,ธาตุพนม,อำเภอ ธาตุพนม,ตำบลธาตุพนม,ธาตุพนม,ธาตุพนม อำเภอ ธาตุพนม นครพนม 48110 ประเทศไทย
1109499,Kaeng Pho Bridge,HII,16.929127,104.70069,นครพนม,นครพนม,ธาตุพนม,อำเภอ ธาตุพนม,ตำบลธาตุพนม,ธาตุพนม,ธาตุพนม อำเภอ ธาตุพนม นครพนม 48110 ประเทศไทย
1109500,Upper Ban Na Khu Gate,HII,16.96218,104.52514,นครพนม,นครพนม,นาแก,อำเภอ นาแก,ตำบลนาคู่,นาคู่,นาคู่ อำเภอ นาแก นครพนม 48130 ประเทศไทย
1109501,Ban Na Khu Gate,HII,16.96175,104.52583,นครพนม,นครพนม,นาแก,อำเภอ นาแก,ตำบลนาแก,นาแก,นาแก อำเภอ นาแก นครพนม ประเทศไทย
1109502,Mittraphap Tha Lat Pak Bang,HII,16.993048,104.59141,นครพนม,นครพนม,นาแก,อำเภอ นาแก,ตำบลพิมาน,พิมาน,พิมาน อำเภอ นาแก นครพนม 48130 ประเทศไทย
1109503,Upper BanNa Kham Gate,HII,17.001423,104.42569,นครพนม,นครพนม,นาแก,อำเภอ นาแก,ตำบลหนองสังข์,หนองสังข์,หนองสังข์ อำเภอ นาแก นครพนม 48130 ประเทศไทย
1109504,BanNa Kham Gate,HII,17.00039,104.42528,นครพนม,นครพนม,นาแก,อำเภอ นาแก,ตำบลหนองสังข์,หนองสังข์,หนองสังข์ อำเภอ นาแก นครพนม 48130 ประเทศไทย
1109505,Nam Kam Ban Nong Khaen,HII,17.057098,104.363556,สกลนคร,สกลนคร,โคกศรีสุพรรณ,อำเภอ โคกศรีสุพรรณ,ตำบลแมดนาท่ม,แมดนาท่ม,แมดนาท่ม อำเภอ โคกศรีสุพรรณ สกลนคร 47280 ประเทศไทย
1109506,Upper Na Bua Gate,HII,17.065418,104.579025,นครพนม,นครพนม,เรณูนคร,อำเภอ เรณูนคร,ตำบลโคกหินแฮ่,โคกหินแฮ่,โคกหินแฮ่ อำเภอ เรณูนคร นครพนม 48170 ประเทศไทย
1109507,Na Bua Gate,HII,17.064844,104.57885,นครพนม,นครพนม,เรณูนคร,อำเภอ เรณูนคร,ตำบลโคกหินแฮ่,โคกหินแฮ่,โคกหินแฮ่ อำเภอ เรณูนคร นครพนม 48170 ประเทศไทย
1109508,Upper Ban Tap Tao Gate,HII,17.115343,104.53788,นครพนม,นครพนม,ปลาปาก,อำเภอ ปลาปาก,ตำบลหนองเทาใหญ่,หนองเทาใหญ่,หนองเทาใหญ่ อำเภอ ปลาปาก นครพนม ประเทศไทย
1109509,Ban Tap Tao Gate,HII,17.114717,104.53841,นครพนม,นครพนม,ปลาปาก,อำเภอ ปลาปาก,ตำบลหนองเทาใหญ่,หนองเทาใหญ่,หนองเทาใหญ่ อำเภอ ปลาปาก นครพนม ประเทศไทย
1109510,Khlong Chiang Krai Ban Don,HII,15.240674,101.786194,นครราชสีมา,นครราชสีมา,ด่านขุนทด,อำเภอด่านขุนทด,ตำบลด่านขุนทด,ด่านขุนทด,ด่านขุนทด อำเภอด่านขุนทด นครราชสีมา 30210 ประเทศไทย
1109511,Khlong Sam Bat Ban Kut Phiman,HII,15.310615,101.743996,นครราชสีมา,นครราชสีมา,ด่านขุนทด,อำเภอด่านขุนทด,ตำบลกุดพิมาน,กุดพิมาน,กุดพิมาน อำเภอด่านขุนทด นครราชสีมา ประเทศไทย
1109512,Khlong ThaPhae Bridge,HII,8.166443,99.70425,นครศรีธรรมราช,นครศรีธรรมราช,เมืองนครศรีธรรมราช,อำเภอทุ่งสง,ตำบลถ้ำใหญ่,ถ้ำใหญ่,ถ้ำใหญ่ อำเภอทุ่งสง นครศรีธรรมราช 80110 ประเทศไทย
1109513,Khlong Bang Muang Bridge,HII,7.365281,100.27959,สงขลา,พัทลุง,เมืองสงขลา,อำเภอ ปากพะยูน,ตำบลฝาละมี,ฝาละมี,ฝาละมี อำเภอ ปากพะยูน พัทลุง ประเทศไทย
1109514,Khlong Lampam Bridge,HII,7.622818,100.14691,สงขลา,พัทลุง,เมืองสงขลา,อำเภอเมืองพัทลุง,ตำบลลำปำ,ลำปำ,ลำปำ อำเภอเมืองพัทลุง พัทลุง 93000 ประเทศไทย
1109515,Nam Yom Sai Kao - Ban Wang Nam Bo Bridge,HII,17.012897,100.06047,สุโขทัย,สุโขทัย,กงไกรลาศ,อำเภอ กงไกรลาศ,ตำบลกกแรต,กกแรต,กกแรต อำเภอ กงไกรลาศ สุโขทัย 64170 ประเทศไทย
1109516,Khlong Ka Poe Bridge,HII,9.590069,98.63293,ระนอง,ระนอง,กะเปอร์,อำเภอ กะเปอร์,ตำบลเชี่ยวเหลียง,เชี่ยวเหลียง,เชี่ยวเหลียง อำเภอ กะเปอร์ ระนอง 85120 ประเทศไทย
1109517,Upper Ban Nong Bueng Gate,HII,17.081032,104.36085,สกลนคร,สกลนคร,โคกศรีสุพรรณ,อำเภอ โคกศรีสุพรรณ,ตำบลด่านม่วงคำ,ด่านม่วงคำ,ด่านม่วงคำ อำเภอ โคกศรีสุพรรณ สกลนคร ประเทศไทย
1109518,Ban Nong Bueng Gate,HII,17.080105,104.36071,สกลนคร,สกลนคร,โคกศรีสุพรรณ,อำเภอ โคกศรีสุพรรณ,ตำบลด่านม่วงคำ,ด่านม่วงคำ,ด่านม่วงคำ อำเภอ โคกศรีสุพรรณ สกลนคร ประเทศไทย
1109519,Khlong Teark Bridge,HII,17.126007,104.14093,สกลนคร,สกลนคร,เมืองสกลนคร,อำเภอเมืองสกลนคร,ตำบลงิ้วด่อน,งิ้วด่อน,งิ้วด่อน อำเภอเมืองสกลนคร สกลนคร ประเทศไทย
1109520,Upper Suratsawadi Gate,HII,17.15318,104.2829,สกลนคร,สกลนคร,เมืองสกลนคร,อำเภอเมืองสกลนคร,ตำบลโคกก่อง,โคกก่อง,โคกก่อง อำเภอเมืองสกลนคร สกลนคร ประเทศไทย
1109521,Suratsawadi Gate,HII,17.15333,104.28338,สกลนคร,สกลนคร,โพนนาแก้ว,อำเภอ โพนนาแก้ว,ตำบลนาตงวัฒนา,นาตงวัฒนา,นาตงวัฒนา อำเภอ โพนนาแก้ว สกลนคร 47230 ประเทศไทย
1109522,Khlong Mong Bridge,HII,17.166748,104.11901,สกลนคร,สกลนคร,เมืองสกลนคร,อำเภอเมืองสกลนคร,ตำบลธาตุเชิงชุม,ธาตุเชิงชุม,ธาตุเชิงชุม อำเภอเมืองสกลนคร สกลนคร 47000 ประเทศไทย
1109523,Huai Samo Bridge,HII,17.208946,104.101845,สกลนคร,สกลนคร,เมืองสกลนคร,อำเภอเมืองสกลนคร,ตำบลธาตุนาเวง,ฮางโฮง,ฮางโฮง อำเภอเมืองสกลนคร สกลนคร 47000 ประเทศไทย
1109524,Khlong Thepha Bridge,HII,6.534079,100.96343,สงขลา,สงขลา,เมืองสงขลา,อำเภอ สะบ้าย้อย,ตำบลจะแหน,จะแหน,จะแหน อำเภอ สะบ้าย้อย สงขลา ประเทศไทย
1109525,Thepha Santi Suk Bridge,HII,6.825131,100.972626,สงขลา,สงขลา,เมืองสงขลา,อำเภอ เทพา,ตำบลปากบาง,ปากบาง,ปากบาง ตำบล ปากบาง อำเภอ เทพา สงขลา ประเทศไทย
1109526,Khlong U Taphao Bridge,HII,7.134991,100.45319,สงขลา,สงขลา,เมืองสงขลา,อำเภอหาดใหญ่,ตำบลคูเต่า,คูเต่า,คูเต่า อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย
1109527,Queen Bridge,HII,7.18275,100.594505,สงขลา,สงขลา,เมืองสงขลา,อำเภอเมืองสงขลา,ตำบลเขารูปช้าง,เขารูปช้าง,เขารูปช้าง อำเภอเมืองสงขลา สงขลา 90000 ประเทศไทย
1109528,Khlong Ranot Bridge,HII,7.7699,100.302086,สงขลา,สงขลา,เมืองสงขลา,อำเภอ ระโนด,ตำบลระโนด,ระโนด,ระโนด อำเภอ ระโนด สงขลา 90140 ประเทศไทย
1109529,Yom Sai Kao - Tambon Krai Nai Bridge,HII,17.074213,100.00565,พิษณุโลก,พิษณุโลก,พรหมพิราม,อำเภอพรหมพิราม,ตำบลศรีภิรมย์,ศรีภิรมย์,ศรีภิรมย์ อำเภอพรหมพิราม พิษณุโลก ประเทศไทย
1109530,Yom Sai Kao - Wat Paknam Bridge,HII,17.219513,99.889565,สุโขทัย,สุโขทัย,สวรรคโลก,อำเภอ สวรรคโลก,ตำบลเมืองบางยม,เมืองบางยม,เมืองบางยม อำเภอ สวรรคโลก สุโขทัย ประเทศไทย
1109531,Khlong Nam Kao Bridge,HII,17.341509,99.85574,สุโขทัย,สุโขทัย,สวรรคโลก,อำเภอ สวรรคโลก,ตำบลในเมือง,ในเมือง,ในเมือง อำเภอ สวรรคโลก สุโขทัย ประเทศไทย
1109532,Nam Yom Nan 1 Bridge,HII,17.367386,99.87584,สุโขทัย,สุโขทัย,สวรรคโลก,อำเภอ สวรรคโลก,ตำบลในเมือง,ในเมือง,ในเมือง อำเภอ สวรรคโลก สุโขทัย ประเทศไทย
1109533,Khlong Chaiya Bridge,HII,9.398649,99.16831,นครศรีธรรมราช,สุราษฎร์ธานี,เมืองนครศรีธรรมราช,อำเภอไชยา,ตำบลเวียง,เวียง,เวียง อำเภอไชยา สุราษฎร์ธานี ประเทศไทย
1109534,Khlong Pak Mak Bridge,HII,9.492355,98.91993,สุราษฎร์ธานี,สุราษฎร์ธานี,ไชยา,อำเภอไชยา,ตำบลปากหมาก,ปากหมาก,ปากหมาก อำเภอไชยา สุราษฎร์ธานี ประเทศไทย
1109535,Khlong Tha Chana Bridge,HII,9.576608,99.12956,สุราษฎร์ธานี,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,อำเภอท่าชนะ,ตำบลสมอทอง,คลองพา,คลองพา อำเภอท่าชนะ สุราษฎร์ธานี ประเทศไทย
1109536,Esia 4265 Bridge,HII,9.59868,98.94901,สุราษฎร์ธานี,สุราษฎร์ธานี,ท่าชนะ,อำเภอท่าชนะ,ตำบลประสงค์,ประสงค์,ประสงค์ อำเภอท่าชนะ สุราษฎร์ธานี ประเทศไทย
1109537,Nam Yom Nan 2 Bridge,HII,17.321053,100.01187,อุตรดิตถ์,อุตรดิตถ์,พิชัย,อำเภอพิชัย,ตำบลคอรุม,คอรุม,คอรุม อำเภอพิชัย อุตรดิตถ์ ประเทศไทย
1109538,Bang Kam Prat Reservoir,HII,8.222012,99.197815,นครศรีธรรมราช,กระบี่,เมืองนครศรีธรรมราช,อำเภอ เขาพนม,ตำบลสินปุน,สินปุน,สินปุน อำเภอ เขาพนม กระบี่ 80240 ประเทศไทย
1109539,Ban Huai Daeng School,HII,16.548172,104.20809,กาฬสินธุ์,กาฬสินธุ์,กุฉินารายณ์,อำเภอ กุฉินารายณ์,ตำบลกุดหว้า,กุดหว้า,กุดหว้า อำเภอ กุฉินารายณ์ กาฬสินธุ์ 46110 ประเทศไทย
1109540,Ban Kham Phi Mun Bridge,HII,16.923668,103.59711,กาฬสินธุ์,กาฬสินธุ์,คำม่วง,อำเภอ คำม่วง,ตำบลทุ่งคลอง,ทุ่งคลอง,ทุ่งคลอง อำเภอ คำม่วง กาฬสินธุ์ 46180 ประเทศไทย
1109541,Tambon Health Promoting Hospital of Kham Mueat Kaeo,HII,16.533354,103.205505,กาฬสินธุ์,กาฬสินธุ์,ห้วยเม็ก,อำเภอ ห้วยเม็ก,ตำบลคำเหมือดแก้ว,คำเหมือดแก้ว,คำเหมือดแก้ว อำเภอ ห้วยเม็ก กาฬสินธุ์ ประเทศไทย
1109542,Tambon Health Promoting Hospital of Ban Nong Bot,HII,14.418626,102.22095,นครราชสีมา,นครราชสีมา,ครบุรี,อำเภอครบุรี,ตำบลโคกกระชาย,โคกกระชาย,โคกกระชาย อำเภอครบุรี นครราชสีมา 30250 ประเทศไทย
